cycle_number,step_type,time_in_cycle_s,voltage_V,current_A,temperature_C,step_capacity_Ah,absolute_time
4,cccv_charge,1500.0,3.3333,102.0,24.8,51.1386,2026-01-02 02:00:00
4,cccv_charge,1800.0,3.35,102.0,24.9,68.1848,2026-01-02 03:00:00
4,cccv_charge,2100.0,3.3667,102.0,24.6,85.231,2026-01-02 04:00:00
4,cccv_charge,2400.0,3.3833,102.0,25.5,102.2771,2026-01-02 05:00:00
4,rest,2700.0,3.3,0.0,24.9,0.0,2026-01-02 00:00:00
4,rest,3000.0,3.2667,0.0,25.1,0.0,2026-01-02 01:00:00
4,rest,3300.0,3.2333,0.0,24.9,0.0,2026-01-02 02:00:00
4,cc_discharge,3600.0,3.3,-102.0,25.5,17.0462,2026-01-02 00:00:00
4,cc_discharge,3900.0,3.3167,-102.0,25.4,34.0924,2026-01-02 01:00:00
4,cc_discharge,4200.0,3.3333,-102.0,25.2,51.1386,2026-01-02 02:00:00
4,cc_discharge,4500.0,3.35,-102.0,24.3,68.1848,2026-01-02 03:00:00
4,cc_discharge,4800.0,3.3667,-102.0,25.0,85.231,2026-01-02 04:00:00
4,cc_discharge,5100.0,3.3833,-102.0,25.2,102.2771,2026-01-02 05:00:00
5,rest,0.0,3.3,0.0,25.3,0.0,2026-01-02 04:00:00
5,rest,300.0,3.2667,0.0,24.8,0.0,2026-01-02 05:00:00
5,rest,600.0,3.2333,0.0,25.5,0.0,2026-01-02 06:00:00
5,cccv_charge,900.0,3.3,102.0,24.6,16.9555,2026-01-02 04:00:00
5,cccv_charge,1200.0,3.3167,102.0,24.8,33.9111,2026-01-02 05:00:00
5,cccv_charge,1500.0,3.3333,102.0,25.3,50.8666,2026-01-02 06:00:00
5,cccv_charge,1800.0,3.35,102.0,25.0,67.8222,2026-01-02 07:00:00
5,cccv_charge,2100.0,3.3667,102.0,25.6,84.7777,2026-01-02 08:00:00
5,cccv_charge,2400.0,3.3833,102.0,25.1,101.7333,2026-01-02 09:00:00
5,rest,2700.0,3.3,0.0,24.8,0.0,2026-01-02 04:00:00
5,rest,3000.0,3.2667,0.0,24.9,0.0,2026-01-02 05:00:00
5,rest,3300.0,3.2333,0.0,24.7,0.0,2026-01-02 06:00:00
5,cc_discharge,3600.0,3.3,-102.0,24.6,16.9555,2026-01-02 04:00:00
5,cc_discharge,3900.0,3.3167,-102.0,25.2,33.9111,2026-01-02 05:00:00
5,cc_discharge,4200.0,3.3333,-102.0,25.2,50.8666,2026-01-02 06:00:00
5,cc_discharge,4500.0,3.35,-102.0,25.4,67.8222,2026-01-02 07:00:00
5,cc_discharge,4800.0,3.3667,-102.0,24.8,84.7777,2026-01-02 08:00:00
5,cc_discharge,5100.0,3.3833,-102.0,25.5,101.7333,2026-01-02 09:00:00
6,rest,0.0,3.3,0.0,24.9,0.0,2026-01-02 08:00:00
6,rest,300.0,3.2667,0.0,25.5,0.0,2026-01-02 09:00:00
6,rest,600.0,3.2333,0.0,24.9,0.0,2026-01-02 10:00:00
6,cccv_charge,900.0,3.3,102.0,24.8,16.8685,2026-01-02 08:00:00
6,cccv_charge,1200.0,3.3167,102.0,25.1,33.737,2026-01-02 09:00:00
6,cccv_charge,1500.0,3.3333,102.0,25.3,50.6054,2026-01-02 10:00:00
6,cccv_charge,1800.0,3.35,102.0,25.0,67.4739,2026-01-02 11:00:00
6,cccv_charge,2100.0,3.3667,102.0,24.8,84.3424,2026-01-02 12:00:00
6,cccv_charge,2400.0,3.3833,102.0,24.6,101.2109,2026-01-02 13:00:00
6,rest,2700.0,3.3,0.0,24.6,0.0,2026-01-02 08:00:00
6,rest,3000.0,3.2667,0.0,25.2,0.0,2026-01-02 09:00:00
6,rest,3300.0,3.2333,0.0,25.3,0.0,2026-01-02 10:00:00
6,cc_discharge,3600.0,3.3,-102.0,25.0,16.8685,2026-01-02 08:00:00
6,cc_discharge,3900.0,3.3167,-102.0,24.7,33.737,2026-01-02 09:00:00
6,cc_discharge,4200.0,3.3333,-102.0,25.3,50.6054,2026-01-02 10:00:00
6,cc_discharge,4500.0,3.35,-102.0,24.6,67.4739,2026-01-02 11:00:00
6,cc_discharge,4800.0,3.3667,-102.0,24.8,84.3424,2026-01-02 12:00:00
6,cc_discharge,5100.0,3.3833,-102.0,25.2,101.2109,2026-01-02 13:00:00
7,rest,0.0,3.3,0.0,24.3,0.0,2026-01-02 12:00:00
7,rest,300.0,3.2667,0.0,25.1,0.0,2026-01-02 13:00:00
7,rest,600.0,3.2333,0.0,24.8,0.0,2026-01-02 14:00:00
7,cccv_charge,900.0,3.3,102.0,25.0,16.7843,2026-01-02 12:00:00
7,cccv_charge,1200.0,3.3167,102.0,25.0,33.5686,2026-01-02 13:00:00
7,cccv_charge,1500.0,3.3333,102.0,25.1,50.3528,2026-01-02 14:00:00
7,cccv_charge,1800.0,3.35,102.0,25.2,67.1371,2026-01-02 15:00:00
7,cccv_charge,2100.0,3.3667,102.0,24.8,83.9214,2026-01-02 16:00:00
7,cccv_charge,2400.0,3.3833,102.0,25.4,100.7057,2026-01-02 17:00:00
7,rest,2700.0,3.3,0.0,25.2,0.0,2026-01-02 12:00:00
7,rest,3000.0,3.2667,0.0,25.3,0.0,2026-01-02 13:00:00
7,rest,3300.0,3.2333,0.0,25.3,0.0,2026-01-02 14:00:00
7,cc_discharge,3600.0,3.3,-102.0,25.2,16.7843,2026-01-02 12:00:00
7,cc_discharge,3900.0,3.3167,-102.0,25.3,33.5686,2026-01-02 13:00:00
7,cc_discharge,4200.0,3.3333,-102.0,25.0,50.3528,2026-01-02 14:00:00
7,cc_discharge,4500.0,3.35,-102.0,24.6,67.1371,2026-01-02 15:00:00
7,cc_discharge,4800.0,3.3667,-102.0,25.0,83.9214,2026-01-02 16:00:00
7,cc_discharge,5100.0,3.3833,-102.0,24.8,100.7057,2026-01-02 17:00:00
8,rest,0.0,3.3,0.0,24.6,0.0,2026-01-02 16:00:00
8,rest,300.0,3.2667,0.0,25.1,0.0,2026-01-02 17:00:00
8,rest,600.0,3.2333,0.0,24.8,0.0,2026-01-02 18:00:00
8,cccv_charge,900.0,3.3,102.0,24.7,16.7025,2026-01-02 16:00:00
8,cccv_charge,1200.0,3.3167,102.0,24.7,33.4049,2026-01-02 17:00:00
8,cccv_charge,1500.0,3.3333,102.0,25.1,50.1074,2026-01-02 18:00:00
8,cccv_charge,1800.0,3.35,102.0,25.1,66.8098,2026-01-02 19:00:00
8,cccv_charge,2100.0,3.3667,102.0,25.4,83.5123,2026-01-02 20:00:00
8,cccv_charge,2400.0,3.3833,102.0,25.0,100.2148,2026-01-02 21:00:00
8,rest,2700.0,3.3,0.0,25.3,0.0,2026-01-02 16:00:00
8,rest,3000.0,3.2667,0.0,25.4,0.0,2026-01-02 17:00:00
8,rest,3300.0,3.2333,0.0,25.3,0.0,2026-01-02 18:00:00
8,cc_discharge,3600.0,3.3,-102.0,24.3,16.7025,2026-01-02 16:00:00
8,cc_discharge,3900.0,3.3167,-102.0,25.4,33.4049,2026-01-02 17:00:00
8,cc_discharge,4200.0,3.3333,-102.0,25.1,50.1074,2026-01-02 18:00:00
8,cc_discharge,4500.0,3.35,-102.0,25.1,66.8098,2026-01-02 19:00:00
8,cc_discharge,4800.0,3.3667,-102.0,25.1,83.5123,2026-01-02 20:00:00
8,cc_discharge,5100.0,3.3833,-102.0,25.1,100.2148,2026-01-02 21:00:00
9,rest,0.0,3.3,0.0,25.1,0.0,2026-01-02 20:00:00
9,rest,300.0,3.2667,0.0,24.9,0.0,2026-01-02 21:00:00
9,rest,600.0,3.2333,0.0,24.4,0.0,2026-01-02 22:00:00
9,cccv_charge,900.0,3.3,102.0,25.0,16.6227,2026-01-02 20:00:00
9,cccv_charge,1200.0,3.3167,102.0,24.8,33.2453,2026-01-02 21:00:00
9,cccv_charge,1500.0,3.3333,102.0,25.3,49.868,2026-01-02 22:00:00
9,cccv_charge,1800.0,3.35,102.0,24.9,66.4907,2026-01-02 23:00:00
9,cccv_charge,2100.0,3.3667,102.0,25.0,83.1133,2026-01-03 00:00:00
9,cccv_charge,2400.0,3.3833,102.0,24.7,99.736,2026-01-03 01:00:00
9,rest,2700.0,3.3,0.0,24.8,0.0,2026-01-02 20:00:00
9,rest,3000.0,3.2667,0.0,25.0,0.0,2026-01-02 21:00:00
9,rest,3300.0,3.2333,0.0,24.6,0.0,2026-01-02 22:00:00
9,cc_discharge,3600.0,3.3,-102.0,25.1,16.6227,2026-01-02 20:00:00
9,cc_discharge,3900.0,3.3167,-102.0,25.0,33.2453,2026-01-02 21:00:00
9,cc_discharge,4200.0,3.3333,-102.0,24.6,49.868,2026-01-02 22:00:00
9,cc_discharge,4500.0,3.35,-102.0,24.3,66.4907,2026-01-02 23:00:00
9,cc_discharge,4800.0,3.3667,-102.0,25.2,83.1133,2026-01-03 00:00:00
9,cc_discharge,5100.0,3.3833,-102.0,24.9,99.736,2026-01-03 01:00:00
10,rest,0.0,3.3,0.0,24.8,0.0,2026-01-03 00:00:00
10,rest,300.0,3.2667,0.0,24.9,0.0,2026-01-03 01:00:00
10,rest,600.0,3.2333,0.0,25.5,0.0,2026-01-03 02:00:00
10,cccv_charge,900.0,3.3,102.0,25.0,16.5446,2026-01-03 00:00:00
10,cccv_charge,1200.0,3.3167,102.0,25.0,33.0893,2026-01-03 01:00:00
10,cccv_charge,1500.0,3.3333,102.0,24.6,49.6339,2026-01-03 02:00:00
10,cccv_charge,1800.0,3.35,102.0,25.5,66.1785,2026-01-03 03:00:00
10,cccv_charge,2100.0,3.3667,102.0,25.3,82.7232,2026-01-03 04:00:00
10,cccv_charge,2400.0,3.3833,102.0,25.3,99.2678,2026-01-03 05:00:00
10,rest,2700.0,3.3,0.0,25.0,0.0,2026-01-03 00:00:00
10,rest,3000.0,3.2667,0.0,25.3,0.0,2026-01-03 01:00:00
10,rest,3300.0,3.2333,0.0,25.1,0.0,2026-01-03 02:00:00
10,cc_discharge,3600.0,3.3,-102.0,25.2,16.5446,2026-01-03 00:00:00
10,cc_discharge,3900.0,3.3167,-102.0,25.0,33.0893,2026-01-03 01:00:00
10,cc_discharge,4200.0,3.3333,-102.0,24.6,49.6339,2026-01-03 02:00:00
10,cc_discharge,4500.0,3.35,-102.0,25.3,66.1785,2026-01-03 03:00:00
10,cc_discharge,4800.0,3.3667,-102.0,24.4,82.7232,2026-01-03 04:00:00
10,cc_discharge,5100.0,3.3833,-102.0,24.9,99.2678,2026-01-03 05:00:00
11,rest,0.0,3.3,0.0,24.9,0.0,2026-01-03 04:00:00
11,rest,300.0,3.2667,0.0,24.7,0.0,2026-01-03 05:00:00
11,rest,600.0,3.2333,0.0,25.2,0.0,2026-01-03 06:00:00
11,cccv_charge,900.0,3.3,102.0,24.9,16.4681,2026-01-03 04:00:00
11,cccv_charge,1200.0,3.3167,102.0,24.9,32.9363,2026-01-03 05:00:00
11,cccv_charge,1500.0,3.3333,102.0,25.2,49.4044,2026-01-03 06:00:00
11,cccv_charge,1800.0,3.35,102.0,24.9,65.8726,2026-01-03 07:00:00
11,cccv_charge,2100.0,3.3667,102.0,25.4,82.3407,2026-01-03 08:00:00
11,cccv_charge,2400.0,3.3833,102.0,25.1,98.8089,2026-01-03 09:00:00
11,rest,2700.0,3.3,0.0,24.9,0.0,2026-01-03 04:00:00
11,rest,3000.0,3.2667,0.0,24.4,0.0,2026-01-03 05:00:00
11,rest,3300.0,3.2333,0.0,24.6,0.0,2026-01-03 06:00:00
11,cc_discharge,3600.0,3.3,-102.0,25.3,16.4681,2026-01-03 04:00:00
11,cc_discharge,3900.0,3.3167,-102.0,25.0,32.9363,2026-01-03 05:00:00
11,cc_discharge,4200.0,3.3333,-102.0,24.9,49.4044,2026-01-03 06:00:00
11,cc_discharge,4500.0,3.35,-102.0,25.5,65.8726,2026-01-03 07:00:00
11,cc_discharge,4800.0,3.3667,-102.0,24.6,82.3407,2026-01-03 08:00:00
11,cc_discharge,5100.0,3.3833,-102.0,24.8,98.8089,2026-01-03 09:00:00
12,rest,0.0,3.3,0.0,24.9,0.0,2026-01-03 08:00:00
12,rest,300.0,3.2667,0.0,25.2,0.0,2026-01-03 09:00:00
12,rest,600.0,3.2333,0.0,24.8,0.0,2026-01-03 10:00:00
12,cccv_charge,900.0,3.3,102.0,24.8,16.393,2026-01-03 08:00:00
12,cccv_charge,1200.0,3.3167,102.0,24.5,32.7861,2026-01-03 09:00:00
12,cccv_charge,1500.0,3.3333,102.0,25.2,49.1791,2026-01-03 10:00:00
12,cccv_charge,1800.0,3.35,102.0,25.2,65.5722,2026-01-03 11:00:00
12,cccv_charge,2100.0,3.3667,102.0,24.9,81.9652,2026-01-03 12:00:00
12,cccv_charge,2400.0,3.3833,102.0,25.0,98.3583,2026-01-03 13:00:00
12,rest,2700.0,3.3,0.0,24.6,0.0,2026-01-03 08:00:00
12,rest,3000.0,3.2667,0.0,24.9,0.0,2026-01-03 09:00:00
12,rest,3300.0,3.2333,0.0,25.4,0.0,2026-01-03 10:00:00
12,cc_discharge,3600.0,3.3,-102.0,25.0,16.393,2026-01-03 08:00:00
12,cc_discharge,3900.0,3.3167,-102.0,25.7,32.7861,2026-01-03 09:00:00
12,cc_discharge,4200.0,3.3333,-102.0,24.8,49.1791,2026-01-03 10:00:00
12,cc_discharge,4500.0,3.35,-102.0,25.2,65.5722,2026-01-03 11:00:00
12,cc_discharge,4800.0,3.3667,-102.0,24.9,81.9652,2026-01-03 12:00:00
12,cc_discharge,5100.0,3.3833,-102.0,25.2,98.3583,2026-01-03 13:00:00
13,rest,0.0,3.3,0.0,25.0,0.0,2026-01-03 12:00:00
13,rest,300.0,3.2667,0.0,24.8,0.0,2026-01-03 13:00:00
13,rest,600.0,3.2333,0.0,24.7,0.0,2026-01-03 14:00:00
13,cccv_charge,900.0,3.3,102.0,25.9,16.3192,2026-01-03 12:00:00
13,cccv_charge,1200.0,3.3167,102.0,25.0,32.6384,2026-01-03 13:00:00
13,cccv_charge,1500.0,3.3333,102.0,24.4,48.9575,2026-01-03 14:00:00
13,cccv_charge,1800.0,3.35,102.0,24.8,65.2767,2026-01-03 15:00:00
13,cccv_charge,2100.0,3.3667,102.0,25.2,81.5959,2026-01-03 16:00:00
13,cccv_charge,2400.0,3.3833,102.0,24.8,97.9151,2026-01-03 17:00:00
13,rest,2700.0,3.3,0.0,25.4,0.0,2026-01-03 12:00:00
13,rest,3000.0,3.2667,0.0,25.3,0.0,2026-01-03 13:00:00
13,rest,3300.0,3.2333,0.0,25.0,0.0,2026-01-03 14:00:00
13,cc_discharge,3600.0,3.3,-102.0,24.9,16.3192,2026-01-03 12:00:00
13,cc_discharge,3900.0,3.3167,-102.0,24.7,32.6384,2026-01-03 13:00:00
13,cc_discharge,4200.0,3.3333,-102.0,24.8,48.9575,2026-01-03 14:00:00
13,cc_discharge,4500.0,3.35,-102.0,24.6,65.2767,2026-01-03 15:00:00
13,cc_discharge,4800.0,3.3667,-102.0,25.4,81.5959,2026-01-03 16:00:00
13,cc_discharge,5100.0,3.3833,-102.0,25.5,97.9151,2026-01-03 17:00:00
14,rest,0.0,3.3,0.0,24.6,0.0,2026-01-03 16:00:00
14,rest,300.0,3.2667,0.0,24.6,0.0,2026-01-03 17:00:00
14,rest,600.0,3.2333,0.0,24.5,0.0,2026-01-03 18:00:00
14,cccv_charge,900.0,3.3,102.0,24.7,16.2464,2026-01-03 16:00:00
14,cccv_charge,1200.0,3.3167,102.0,24.1,32.4929,2026-01-03 17:00:00
14,cccv_charge,1500.0,3.3333,102.0,24.7,48.7393,2026-01-03 18:00:00
14,cccv_charge,1800.0,3.35,102.0,25.4,64.9858,2026-01-03 19:00:00
14,cccv_charge,2100.0,3.3667,102.0,24.9,81.2322,2026-01-03 20:00:00
14,cccv_charge,2400.0,3.3833,102.0,25.3,97.4787,2026-01-03 21:00:00
14,rest,2700.0,3.3,0.0,24.9,0.0,2026-01-03 16:00:00
14,rest,3000.0,3.2667,0.0,25.5,0.0,2026-01-03 17:00:00
14,rest,3300.0,3.2333,0.0,25.1,0.0,2026-01-03 18:00:00
14,cc_discharge,3600.0,3.3,-102.0,24.9,16.2464,2026-01-03 16:00:00
14,cc_discharge,3900.0,3.3167,-102.0,25.8,32.4929,2026-01-03 17:00:00
14,cc_discharge,4200.0,3.3333,-102.0,24.9,48.7393,2026-01-03 18:00:00
14,cc_discharge,4500.0,3.35,-102.0,24.6,64.9858,2026-01-03 19:00:00
14,cc_discharge,4800.0,3.3667,-102.0,25.1,81.2322,2026-01-03 20:00:00
14,cc_discharge,5100.0,3.3833,-102.0,25.0,97.4787,2026-01-03 21:00:00
15,rest,0.0,3.3,0.0,25.3,0.0,2026-01-03 20:00:00
15,rest,300.0,3.2667,0.0,24.7,0.0,2026-01-03 21:00:00
15,rest,600.0,3.2333,0.0,25.2,0.0,2026-01-03 22:00:00
15,cccv_charge,900.0,3.3,102.0,25.3,16.1747,2026-01-03 20:00:00
15,cccv_charge,1200.0,3.3167,102.0,24.8,32.3495,2026-01-03 21:00:00
15,cccv_charge,1500.0,3.3333,102.0,25.0,48.5242,2026-01-03 22:00:00
15,cccv_charge,1800.0,3.35,102.0,24.8,64.699,2026-01-03 23:00:00
15,cccv_charge,2100.0,3.3667,102.0,25.7,80.8737,2026-01-04 00:00:00
15,cccv_charge,2400.0,3.3833,102.0,24.8,97.0485,2026-01-04 01:00:00
15,rest,2700.0,3.3,0.0,24.9,0.0,2026-01-03 20:00:00
15,rest,3000.0,3.2667,0.0,24.7,0.0,2026-01-03 21:00:00
15,rest,3300.0,3.2333,0.0,24.9,0.0,2026-01-03 22:00:00
15,cc_discharge,3600.0,3.3,-102.0,25.0,16.1747,2026-01-03 20:00:00
15,cc_discharge,3900.0,3.3167,-102.0,25.2,32.3495,2026-01-03 21:00:00
15,cc_discharge,4200.0,3.3333,-102.0,24.8,48.5242,2026-01-03 22:00:00
15,cc_discharge,4500.0,3.35,-102.0,24.9,64.699,2026-01-03 23:00:00
15,cc_discharge,4800.0,3.3667,-102.0,24.6,80.8737,2026-01-04 00:00:00
15,cc_discharge,5100.0,3.3833,-102.0,24.8,97.0485,2026-01-04 01:00:00
16,rest,0.0,3.3,0.0,25.8,0.0,2026-01-04 00:00:00
16,rest,300.0,3.2667,0.0,25.3,0.0,2026-01-04 01:00:00
16,rest,600.0,3.2333,0.0,24.8,0.0,2026-01-04 02:00:00
16,cccv_charge,900.0,3.3,102.0,24.6,16.104,2026-01-04 00:00:00
16,cccv_charge,1200.0,3.3167,102.0,24.7,32.208,2026-01-04 01:00:00
16,cccv_charge,1500.0,3.3333,102.0,25.0,48.312,2026-01-04 02:00:00
16,cccv_charge,1800.0,3.35,102.0,25.0,64.416,2026-01-04 03:00:00
16,cccv_charge,2100.0,3.3667,102.0,24.8,80.52,2026-01-04 04:00:00
16,cccv_charge,2400.0,3.3833,102.0,24.6,96.624,2026-01-04 05:00:00
16,rest,2700.0,3.3,0.0,25.4,0.0,2026-01-04 00:00:00
16,rest,3000.0,3.2667,0.0,25.1,0.0,2026-01-04 01:00:00
16,rest,3300.0,3.2333,0.0,24.9,0.0,2026-01-04 02:00:00
16,cc_discharge,3600.0,3.3,-102.0,24.9,16.104,2026-01-04 00:00:00
16,cc_discharge,3900.0,3.3167,-102.0,24.8,32.208,2026-01-04 01:00:00
16,cc_discharge,4200.0,3.3333,-102.0,24.1,48.312,2026-01-04 02:00:00
16,cc_discharge,4500.0,3.35,-102.0,25.0,64.416,2026-01-04 03:00:00
16,cc_discharge,4800.0,3.3667,-102.0,24.7,80.52,2026-01-04 04:00:00
16,cc_discharge,5100.0,3.3833,-102.0,24.7,96.624,2026-01-04 05:00:00
17,rest,0.0,3.3,0.0,24.8,0.0,2026-01-04 04:00:00
17,rest,300.0,3.2667,0.0,25.2,0.0,2026-01-04 05:00:00
17,rest,600.0,3.2333,0.0,24.6,0.0,2026-01-04 06:00:00
17,cccv_charge,900.0,3.3,102.0,24.6,16.0341,2026-01-04 04:00:00
17,cccv_charge,1200.0,3.3167,102.0,25.2,32.0682,2026-01-04 05:00:00
17,cccv_charge,1500.0,3.3333,102.0,25.2,48.1024,2026-01-04 06:00:00
17,cccv_charge,1800.0,3.35,102.0,24.7,64.1365,2026-01-04 07:00:00
17,cccv_charge,2100.0,3.3667,102.0,25.2,80.1706,2026-01-04 08:00:00
17,cccv_charge,2400.0,3.3833,102.0,24.9,96.2047,2026-01-04 09:00:00
17,rest,2700.0,3.3,0.0,25.1,0.0,2026-01-04 04:00:00
17,rest,3000.0,3.2667,0.0,24.6,0.0,2026-01-04 05:00:00
17,rest,3300.0,3.2333,0.0,25.2,0.0,2026-01-04 06:00:00
17,cc_discharge,3600.0,3.3,-102.0,25.4,16.0341,2026-01-04 04:00:00
17,cc_discharge,3900.0,3.3167,-102.0,25.2,32.0682,2026-01-04 05:00:00
17,cc_discharge,4200.0,3.3333,-102.0,25.2,48.1024,2026-01-04 06:00:00
17,cc_discharge,4500.0,3.35,-102.0,23.9,64.1365,2026-01-04 07:00:00
17,cc_discharge,4800.0,3.3667,-102.0,25.1,80.1706,2026-01-04 08:00:00
17,cc_discharge,5100.0,3.3833,-102.0,25.0,96.2047,2026-01-04 09:00:00
18,rest,0.0,3.3,0.0,25.0,0.0,2026-01-04 08:00:00
18,rest,300.0,3.2667,0.0,24.8,0.0,2026-01-04 09:00:00
18,rest,600.0,3.2333,0.0,25.0,0.0,2026-01-04 10:00:00
18,cccv_charge,900.0,3.3,102.0,25.1,15.9651,2026-01-04 08:00:00
18,cccv_charge,1200.0,3.3167,102.0,24.9,31.9301,2026-01-04 09:00:00
18,cccv_charge,1500.0,3.3333,102.0,24.9,47.8952,2026-01-04 10:00:00
18,cccv_charge,1800.0,3.35,102.0,25.4,63.8603,2026-01-04 11:00:00
18,cccv_charge,2100.0,3.3667,102.0,24.7,79.8253,2026-01-04 12:00:00
18,cccv_charge,2400.0,3.3833,102.0,25.3,95.7904,2026-01-04 13:00:00
18,rest,2700.0,3.3,0.0,25.1,0.0,2026-01-04 08:00:00
18,rest,3000.0,3.2667,0.0,24.8,0.0,2026-01-04 09:00:00
18,rest,3300.0,3.2333,0.0,24.9,0.0,2026-01-04 10:00:00
18,cc_discharge,3600.0,3.3,-102.0,24.7,15.9651,2026-01-04 08:00:00
18,cc_discharge,3900.0,3.3167,-102.0,25.2,31.9301,2026-01-04 09:00:00
18,cc_discharge,4200.0,3.3333,-102.0,25.1,47.8952,2026-01-04 10:00:00
18,cc_discharge,4500.0,3.35,-102.0,24.8,63.8603,2026-01-04 11:00:00
18,cc_discharge,4800.0,3.3667,-102.0,24.7,79.8253,2026-01-04 12:00:00
