cycle_number,step_type,time_in_cycle_s,voltage_V,current_A,temperature_C,step_capacity_Ah,absolute_time
11,cc_discharge,4200.0,3.3333,-51.0,44.8,46.9735,2026-01-03 06:00:00
11,cc_discharge,4500.0,3.35,-51.0,44.9,62.6313,2026-01-03 07:00:00
11,cc_discharge,4800.0,3.3667,-51.0,45.2,78.2891,2026-01-03 08:00:00
11,cc_discharge,5100.0,3.3833,-51.0,45.1,93.9469,2026-01-03 09:00:00
12,rest,0.0,3.3,0.0,44.7,0.0,2026-01-03 08:00:00
12,rest,300.0,3.2667,0.0,45.1,0.0,2026-01-03 09:00:00
12,rest,600.0,3.2333,0.0,44.8,0.0,2026-01-03 10:00:00
12,cccv_charge,900.0,3.3,51.0,44.6,15.5243,2026-01-03 08:00:00
12,cccv_charge,1200.0,3.3167,51.0,44.7,31.0486,2026-01-03 09:00:00
12,cccv_charge,1500.0,3.3333,51.0,45.1,46.5729,2026-01-03 10:00:00
12,cccv_charge,1800.0,3.35,51.0,45.0,62.0972,2026-01-03 11:00:00
12,cccv_charge,2100.0,3.3667,51.0,45.0,77.6215,2026-01-03 12:00:00
12,cccv_charge,2400.0,3.3833,51.0,44.7,93.1458,2026-01-03 13:00:00
12,rest,2700.0,3.3,0.0,44.9,0.0,2026-01-03 08:00:00
12,rest,3000.0,3.2667,0.0,44.7,0.0,2026-01-03 09:00:00
12,rest,3300.0,3.2333,0.0,44.7,0.0,2026-01-03 10:00:00
12,cc_discharge,3600.0,3.3,-51.0,45.0,15.5243,2026-01-03 08:00:00
12,cc_discharge,3900.0,3.3167,-51.0,44.6,31.0486,2026-01-03 09:00:00
12,cc_discharge,4200.0,3.3333,-51.0,45.2,46.5729,2026-01-03 10:00:00
12,cc_discharge,4500.0,3.35,-51.0,45.7,62.0972,2026-01-03 11:00:00
12,cc_discharge,4800.0,3.3667,-51.0,45.1,77.6215,2026-01-03 12:00:00
12,cc_discharge,5100.0,3.3833,-51.0,44.7,93.1458,2026-01-03 13:00:00
13,rest,0.0,3.3,0.0,44.9,0.0,2026-01-03 12:00:00
13,rest,300.0,3.2667,0.0,44.5,0.0,2026-01-03 13:00:00
13,rest,600.0,3.2333,0.0,44.9,0.0,2026-01-03 14:00:00
13,cccv_charge,900.0,3.3,51.0,45.2,15.393,2026-01-03 12:00:00
13,cccv_charge,1200.0,3.3167,51.0,45.2,30.786,2026-01-03 13:00:00
13,cccv_charge,1500.0,3.3333,51.0,44.7,46.179,2026-01-03 14:00:00
13,cccv_charge,1800.0,3.35,51.0,45.1,61.5719,2026-01-03 15:00:00
13,cccv_charge,2100.0,3.3667,51.0,45.3,76.9649,2026-01-03 16:00:00
13,cccv_charge,2400.0,3.3833,51.0,45.5,92.3579,2026-01-03 17:00:00
13,rest,2700.0,3.3,0.0,44.8,0.0,2026-01-03 12:00:00
13,rest,3000.0,3.2667,0.0,44.7,0.0,2026-01-03 13:00:00
13,rest,3300.0,3.2333,0.0,45.0,0.0,2026-01-03 14:00:00
13,cc_discharge,3600.0,3.3,-51.0,44.1,15.393,2026-01-03 12:00:00
13,cc_discharge,3900.0,3.3167,-51.0,44.8,30.786,2026-01-03 13:00:00
13,cc_discharge,4200.0,3.3333,-51.0,44.9,46.179,2026-01-03 14:00:00
13,cc_discharge,4500.0,3.35,-51.0,44.9,61.5719,2026-01-03 15:00:00
13,cc_discharge,4800.0,3.3667,-51.0,44.5,76.9649,2026-01-03 16:00:00
13,cc_discharge,5100.0,3.3833,-51.0,44.9,92.3579,2026-01-03 17:00:00
14,rest,0.0,3.3,0.0,44.8,0.0,2026-01-03 16:00:00
14,rest,300.0,3.2667,0.0,45.2,0.0,2026-01-03 17:00:00
14,rest,600.0,3.2333,0.0,44.7,0.0,2026-01-03 18:00:00
14,cccv_charge,900.0,3.3,51.0,44.9,15.2637,2026-01-03 16:00:00
14,cccv_charge,1200.0,3.3167,51.0,44.9,30.5274,2026-01-03 17:00:00
14,cccv_charge,1500.0,3.3333,51.0,45.2,45.791,2026-01-03 18:00:00
14,cccv_charge,1800.0,3.35,51.0,44.2,61.0547,2026-01-03 19:00:00
14,cccv_charge,2100.0,3.3667,51.0,44.9,76.3184,2026-01-03 20:00:00
14,cccv_charge,2400.0,3.3833,51.0,45.2,91.5821,2026-01-03 21:00:00
14,rest,2700.0,3.3,0.0,44.9,0.0,2026-01-03 16:00:00
14,rest,3000.0,3.2667,0.0,44.5,0.0,2026-01-03 17:00:00
14,rest,3300.0,3.2333,0.0,45.1,0.0,2026-01-03 18:00:00
14,cc_discharge,3600.0,3.3,-51.0,45.1,15.2637,2026-01-03 16:00:00
14,cc_discharge,3900.0,3.3167,-51.0,44.9,30.5274,2026-01-03 17:00:00
14,cc_discharge,4200.0,3.3333,-51.0,44.7,45.791,2026-01-03 18:00:00
14,cc_discharge,4500.0,3.35,-51.0,44.8,61.0547,2026-01-03 19:00:00
14,cc_discharge,4800.0,3.3667,-51.0,44.9,76.3184,2026-01-03 20:00:00
14,cc_discharge,5100.0,3.3833,-51.0,44.7,91.5821,2026-01-03 21:00:00
15,rest,0.0,3.3,0.0,44.4,0.0,2026-01-03 20:00:00
15,rest,300.0,3.2667,0.0,44.8,0.0,2026-01-03 21:00:00
15,rest,600.0,3.2333,0.0,45.0,0.0,2026-01-03 22:00:00
15,cccv_charge,900.0,3.3,51.0,44.8,15.1362,2026-01-03 20:00:00
15,cccv_charge,1200.0,3.3167,51.0,45.0,30.2724,2026-01-03 21:00:00
15,cccv_charge,1500.0,3.3333,51.0,45.0,45.4086,2026-01-03 22:00:00
15,cccv_charge,1800.0,3.35,51.0,45.3,60.5448,2026-01-03 23:00:00
15,cccv_charge,2100.0,3.3667,51.0,45.7,75.6811,2026-01-04 00:00:00
15,cccv_charge,2400.0,3.3833,51.0,45.2,90.8173,2026-01-04 01:00:00
15,rest,2700.0,3.3,0.0,44.6,0.0,2026-01-03 20:00:00
15,rest,3000.0,3.2667,0.0,44.2,0.0,2026-01-03 21:00:00
15,rest,3300.0,3.2333,0.0,45.0,0.0,2026-01-03 22:00:00
15,cc_discharge,3600.0,3.3,-51.0,45.0,15.1362,2026-01-03 20:00:00
15,cc_discharge,3900.0,3.3167,-51.0,44.7,30.2724,2026-01-03 21:00:00
15,cc_discharge,4200.0,3.3333,-51.0,45.1,45.4086,2026-01-03 22:00:00
15,cc_discharge,4500.0,3.35,-51.0,44.8,60.5448,2026-01-03 23:00:00
15,cc_discharge,4800.0,3.3667,-51.0,45.1,75.6811,2026-01-04 00:00:00
15,cc_discharge,5100.0,3.3833,-51.0,44.9,90.8173,2026-01-04 01:00:00
16,rest,0.0,3.3,0.0,45.1,0.0,2026-01-04 00:00:00
16,rest,300.0,3.2667,0.0,44.5,0.0,2026-01-04 01:00:00
16,rest,600.0,3.2333,0.0,44.9,0.0,2026-01-04 02:00:00
16,cccv_charge,900.0,3.3,51.0,45.0,15.0104,2026-01-04 00:00:00
16,cccv_charge,1200.0,3.3167,51.0,44.6,30.0209,2026-01-04 01:00:00
16,cccv_charge,1500.0,3.3333,51.0,45.6,45.0313,2026-01-04 02:00:00
16,cccv_charge,1800.0,3.35,51.0,44.8,60.0417,2026-01-04 03:00:00
16,cccv_charge,2100.0,3.3667,51.0,45.4,75.0522,2026-01-04 04:00:00
16,cccv_charge,2400.0,3.3833,51.0,44.8,90.0626,2026-01-04 05:00:00
16,rest,2700.0,3.3,0.0,44.9,0.0,2026-01-04 00:00:00
16,rest,3000.0,3.2667,0.0,45.4,0.0,2026-01-04 01:00:00
16,rest,3300.0,3.2333,0.0,45.1,0.0,2026-01-04 02:00:00
16,cc_discharge,3600.0,3.3,-51.0,45.1,15.0104,2026-01-04 00:00:00
16,cc_discharge,3900.0,3.3167,-51.0,45.1,30.0209,2026-01-04 01:00:00
16,cc_discharge,4200.0,3.3333,-51.0,44.6,45.0313,2026-01-04 02:00:00
16,cc_discharge,4500.0,3.35,-51.0,44.9,60.0417,2026-01-04 03:00:00
16,cc_discharge,4800.0,3.3667,-51.0,44.7,75.0522,2026-01-04 04:00:00
16,cc_discharge,5100.0,3.3833,-51.0,45.1,90.0626,2026-01-04 05:00:00
17,rest,0.0,3.3,0.0,44.8,0.0,2026-01-04 04:00:00
17,rest,300.0,3.2667,0.0,45.0,0.0,2026-01-04 05:00:00
17,rest,600.0,3.2333,0.0,45.0,0.0,2026-01-04 06:00:00
17,cccv_charge,900.0,3.3,51.0,45.0,14.8862,2026-01-04 04:00:00
17,cccv_charge,1200.0,3.3167,51.0,45.0,29.7724,2026-01-04 05:00:00
17,cccv_charge,1500.0,3.3333,51.0,44.8,44.6586,2026-01-04 06:00:00
17,cccv_charge,1800.0,3.35,51.0,44.7,59.5449,2026-01-04 07:00:00
17,cccv_charge,2100.0,3.3667,51.0,44.8,74.4311,2026-01-04 08:00:00
17,cccv_charge,2400.0,3.3833,51.0,45.3,89.3173,2026-01-04 09:00:00
17,rest,2700.0,3.3,0.0,45.1,0.0,2026-01-04 04:00:00
17,rest,3000.0,3.2667,0.0,45.2,0.0,2026-01-04 05:00:00
17,rest,3300.0,3.2333,0.0,45.4,0.0,2026-01-04 06:00:00
17,cc_discharge,3600.0,3.3,-51.0,44.6,14.8862,2026-01-04 04:00:00
17,cc_discharge,3900.0,3.3167,-51.0,45.2,29.7724,2026-01-04 05:00:00
17,cc_discharge,4200.0,3.3333,-51.0,44.7,44.6586,2026-01-04 06:00:00
17,cc_discharge,4500.0,3.35,-51.0,44.9,59.5449,2026-01-04 07:00:00
17,cc_discharge,4800.0,3.3667,-51.0,45.1,74.4311,2026-01-04 08:00:00
17,cc_discharge,5100.0,3.3833,-51.0,45.5,89.3173,2026-01-04 09:00:00
18,rest,0.0,3.3,0.0,44.8,0.0,2026-01-04 08:00:00
18,rest,300.0,3.2667,0.0,45.0,0.0,2026-01-04 09:00:00
18,rest,600.0,3.2333,0.0,45.3,0.0,2026-01-04 10:00:00
18,cccv_charge,900.0,3.3,51.0,44.6,14.7635,2026-01-04 08:00:00
18,cccv_charge,1200.0,3.3167,51.0,45.1,29.5269,2026-01-04 09:00:00
18,cccv_charge,1500.0,3.3333,51.0,44.9,44.2904,2026-01-04 10:00:00
18,cccv_charge,1800.0,3.35,51.0,44.7,59.0538,2026-01-04 11:00:00
18,cccv_charge,2100.0,3.3667,51.0,45.0,73.8173,2026-01-04 12:00:00
18,cccv_charge,2400.0,3.3833,51.0,45.2,88.5807,2026-01-04 13:00:00
18,rest,2700.0,3.3,0.0,44.7,0.0,2026-01-04 08:00:00
18,rest,3000.0,3.2667,0.0,45.1,0.0,2026-01-04 09:00:00
18,rest,3300.0,3.2333,0.0,45.1,0.0,2026-01-04 10:00:00
18,cc_discharge,3600.0,3.3,-51.0,44.6,14.7635,2026-01-04 08:00:00
18,cc_discharge,3900.0,3.3167,-51.0,45.5,29.5269,2026-01-04 09:00:00
18,cc_discharge,4200.0,3.3333,-51.0,45.3,44.2904,2026-01-04 10:00:00
18,cc_discharge,4500.0,3.35,-51.0,44.7,59.0538,2026-01-04 11:00:00
18,cc_discharge,4800.0,3.3667,-51.0,44.8,73.8173,2026-01-04 12:00:00
